,,,"Saskatchewan [Province]",,,,,,"Canada [Country]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Income of economic families in 2015","    In the third decile",,   94035,,   44535,,   49500,, 3446165,, 1641930,, 1804235,
"Income of economic families in 2015","    In the fourth decile",,   96045,,   47015,,   49030,, 3445850,, 1677120,, 1768730,
"Income of economic families in 2015","    In the fifth decile",,   99300,,   49350,,   49950,, 3446210,, 1700060,, 1746150,
"Income of economic families in 2015","  In the top half of the distribution",,  564505,,  290345,,  274160,,17230230,, 8714580,, 8515650,
"Income of economic families in 2015","    In the sixth decile",,  104200,,   52705,,   51495,, 3445695,, 1716510,, 1729185,
"Income of economic families in 2015","    In the seventh decile",,  109400,,   55670,,   53725,, 3446470,, 1730975,, 1715500,
"Income of economic families in 2015","    In the eighth decile",,  115215,,   59255,,   55965,, 3445940,, 1741640,, 1704300,
"Income of economic families in 2015","    In the ninth decile",,  121965,,   62875,,   59085,, 3446045,, 1751850,, 1694195,
"Income of economic families in 2015","    In the top decile",,  113730,,   59840,,   53885,, 3446080,, 1773600,, 1672475,
"Low income in 2015","Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data",43, 1014605,,  505225,,  509380,,33968295,,16724265,,17244035,
"Low income in 2015","  0 to 17 years",,  230205,,  117925,,  112275,, 6836380,, 3504250,, 3332125,
"Low income in 2015","    0 to 5 years",,   79345,,   40700,,   38645,, 2228770,, 1142505,, 1086270,
"Low income in 2015","  18 to 64 years",,  631280,,  316125,,  315155,,21695090,,10690090,,11005005,
"Low income in 2015","  65 years and over",,  153120,,   71180,,   81950,, 5436830,, 2529930,, 2906905,
"Low income in 2015","In low income based on the Low-income measure; after tax (LIM-AT)",,  130220,,   60375,,   69845,, 4809940,, 2243200,, 2566740,
"Low income in 2015","  0 to 17 years",,   41010,,   20960,,   20050,, 1163830,,  597570,,  566255,
"Low income in 2015","    0 to 5 years",,   15420,,    7850,,    7575,,  396095,,  203055,,  193030,
"Low income in 2015","  18 to 64 years",,   67080,,   31315,,   35765,, 2855290,, 1341590,, 1513700,
"Low income in 2015","  65 years and over",,   22130,,    8100,,   14025,,  790825,,  304040,,  486780,
"Low income in 2015","Prevalence of low income based on the Low-income measure; after tax (LIM-AT) (%)",,     12.8,,     12.0,,     13.7,,     14.2,,     13.4,,     14.9,
"Low income in 2015","  0 to 17 years (%)",,     17.8,,     17.8,,     17.9,,     17.0,,     17.1,,     17.0,
"Low income in 2015","    0 to 5 years (%)",,     19.4,,     19.3,,     19.6,,     17.8,,     17.8,,     17.8,
"Low income in 2015","  18 to 64 years (%)",,     10.6,,      9.9,,     11.3,,     13.2,,     12.5,,     13.8,
"Low income in 2015","  65 years and over (%)",,     14.5,,     11.4,,     17.1,,     14.5,,     12.0,,     16.7,
"Low income in 2015","In low income based on the Low-income cut-offs; after tax (LICO-AT)",,   59440,,   29890,,   29545,, 3128995,, 1519370,, 1609630,
"Low income in 2015","  0 to 17 years",,   17870,,    9140,,    8735,,  696025,,  357255,,  338770,
"Low income in 2015","    0 to 5 years",,    7005,,    3540,,    3465,,  236435,,  121170,,  115260,
"Low income in 2015","  18 to 64 years",,   38775,,   19470,,   19305,, 2157745,, 1057585,, 1100160,
"Low income in 2015","  65 years and over",,    2795,,    1280,,    1510,,  275225,,  104525,,  170695,
"Low income in 2015","Prevalence of low income based on the Low-income cut-offs; after tax (LICO-AT) (%)",,      5.9,,      5.9,,      5.8,,      9.2,,      9.1,,      9.3,
"Low income in 2015","  0 to 17 years (%)",,      7.8,,      7.8,,      7.8,,     10.2,,     10.2,,     10.2,
"Low income in 2015","    0 to 5 years (%)",,      8.8,,      8.7,,      9.0,,     10.6,,     10.6,,     10.6,
"Low income in 2015","  18 to 64 years (%)",,      6.1,,      6.2,,      6.1,,      9.9,,      9.9,,     10.0,
"Low income in 2015","  65 years and over (%)",,      1.8,,      1.8,,      1.8,,      5.1,,      4.1,,      5.9,
"Knowledge of languages","Total - Knowledge of languages for the population in private households - 25% sample data",44, 1070560,,  533385,,  537175,,34460065,,16971575,,17488485,
"Knowledge of languages","  Official languages",, 1062885,,  529920,,  532965,,33818210,,16709290,,17108920,
"Knowledge of languages","    English",, 1062275,,  529630,,  532645,,29748265,,14806270,,14941995,
"Knowledge of languages","    French",,   51325,,   23600,,   27725,,10242945,, 4952455,, 5290495,
"Knowledge of languages","  Non-official languages",,  187450,,   91805,,   95645,, 9369280,, 4488185,, 4881090,
"Knowledge of languages","    Aboriginal languages",,   38110,,   18390,,   19720,,  263845,,  127550,,  136295,
"Knowledge of languages","      Algonquian languages",,   28270,,   13675,,   14590,,  177570,,   85505,,   92065,
"Knowledge of languages","        Blackfoot",,      10,,      10,,       0,,    5645,,    2695,,    2950,
"Knowledge of languages","        Cree-Montagnais languages",,   27065,,   13115,,   13950,,  116585,,   56515,,   60070,
"Knowledge of languages","          Atikamekw",,       0,,       0,,       0,,    6640,,    3335,,    3305,
"Knowledge of languages","          Montagnais (Innu)",,       0,,       0,,       0,,   11440,,    5500,,    5945,
"Knowledge of languages","          Moose Cree",,       0,,       0,,       0,,     195,,      80,,     115,
"Knowledge of languages","          Naskapi",,       0,,       0,,       0,,    1465,,     710,,     755,
"Knowledge of languages","          Northern East Cree",,      40,,      30,,      15,,     545,,     225,,     320,
"Knowledge of languages","          Plains Cree",,    3665,,    1770,,    1900,,    5905,,    2705,,    3200,
"Knowledge of languages","          Southern East Cree",,       0,,       0,,       0,,      40,,      30,,      10,
"Knowledge of languages","          Swampy Cree",,     470,,     185,,     285,,    2345,,     995,,    1350,
"Knowledge of languages","          Woods Cree",,    1260,,     570,,     695,,    2665,,    1230,,    1435,
"Knowledge of languages","          Cree; n.o.s.",,   21870,,   10695,,   11175,,   86115,,   42080,,   44035,
"Knowledge of languages","        Eastern Algonquian languages",,       0,,       0,,       0,,    9765,,    4710,,    5050,
"Knowledge of languages","          Malecite",,       0,,       0,,       0,,     755,,     370,,     390,
"Knowledge of languages","          Mi'kmaq",,       0,,       0,,       0,,    9025,,    4350,,    4670,
"Knowledge of languages","        Ojibway-Potawatomi languages",,    1310,,     620,,     695,,   46685,,   22100,,   24585,
"Knowledge of languages","          Algonquin",,       0,,       0,,       0,,    2480,,    1165,,    1315,
"Knowledge of languages","          Ojibway",,    1300,,     610,,     690,,   28585,,   13365,,   15220,
"Knowledge of languages","          Oji-Cree",,      10,,       0,,       0,,   15610,,    7575,,    8030,
"Knowledge of languages","          Ottawa (Odawa)",,       0,,       0,,       0,,     205,,     105,,     105,
"Knowledge of languages","        Algonquian languages; n.i.e.",,       0,,       0,,       0,,     120,,      60,,      60,
"Knowledge of languages","      Athabaskan languages",,    9120,,    4350,,    4770,,   23655,,   11340,,   12320,
"Knowledge of languages","        Northern Athabaskan languages",,    9105,,    4345,,    4760,,   23570,,   11300,,   12265,
"Knowledge of languages","          Babine (Wetsuwet'en)",,       0,,       0,,       0,,     210,,     105,,     100,
"Knowledge of languages","          Beaver",,       0,,       0,,       0,,     340,,     180,,     165,
"Knowledge of languages","          Carrier",,       0,,       0,,       0,,    2105,,     955,,    1145,
"Knowledge of languages","          Chilcotin",,       0,,       0,,       0,,    1150,,     535,,     610,
"Knowledge of languages","          Dene",,    9105,,    4350,,    4755,,   13060,,    6270,,    6790,
"Knowledge of languages","          Dogrib (Tlicho)",,       0,,       0,,       0,,    2375,,    1210,,    1165,
"Knowledge of languages","          Gwich'in",,      10,,       0,,       0,,     360,,     165,,     200,
"Knowledge of languages","          Sarsi (Sarcee)",,       0,,       0,,       0,,     150,,      60,,      90,
"Knowledge of languages","          Sekani",,       0,,       0,,       0,,     185,,      85,,     100,
"Knowledge of languages","          Slavey-Hare languages",,       0,,       0,,       0,,    2815,,    1340,,    1475,
"Knowledge of languages","            North Slavey (Hare)",,       0,,       0,,       0,,    1010,,     475,,     530,
"Knowledge of languages","            South Slavey",,       0,,       0,,       0,,    1365,,     660,,     710,
"Knowledge of languages","            Slavey; n.o.s.",,       0,,       0,,       0,,     680,,     320,,     360,
"Knowledge of languages","          Tahltan languages",,       0,,       0,,       0,,     630,,     340,,     285,
"Knowledge of languages","            Kaska (Nahani)",,       0,,       0,,       0,,     365,,     205,,     170,
"Knowledge of languages","            Tahltan",,       0,,       0,,       0,,     270,,     140,,     130,
"Knowledge of languages","          Tutchone languages",,       0,,       0,,       0,,     420,,     160,,     260,
"Knowledge of languages","            Northern Tutchone",,       0,,       0,,       0,,     285,,     115,,     170,
"Knowledge of languages","            Southern Tutchone",,       0,,       0,,       0,,     145,,      50,,      95,
"Knowledge of languages","        Athabaskan languages; n.i.e.",,      10,,       0,,      10,,      85,,      35,,      50,
"Knowledge of languages","      Haida",,      10,,       0,,      10,,     465,,     205,,     260,
"Knowledge of languages","      Inuit languages",,      10,,       0,,       0,,   42980,,   21355,,   21630,
"Knowledge of languages","        Inuinnaqtun (Inuvialuktun)",,       0,,       0,,       0,,    1975,,     895,,    1080,
"Knowledge of languages","        Inuktitut",,       0,,       0,,       0,,   40620,,   20280,,   20340,
